"ROUTE_YEAR","ROUTE_MONTH","ORIGIN","TOTAL_LEG_MILES","WEIGHTED_MILES_PER_STOP","MEDIAN_ROUTE_DAY_MILES_PER_STOP","P75_MILES_PER_STOP","MAX_MILES_PER_STOP","GEOGRAPHY_MULTIPLIER","ROUTE_DAYS","TOTAL_STOPS"
2026,5,"8130.LYAF",164681.74,256.11,131.84,293.88,1011.95,1.5,147,643
2026,5,XD_8165_TX_Dallas.HDSD,572.96,57.3,57.3,57.3,57.3,1.5,5,10
2026,5,"8155.PXCR",1107.07,50.32,50.32,50.32,50.32,1.5,11,22
2026,5,XD_8170_AZ_Flagstaff.AVBV,62250.05,96.06,44.18,95.79,322.29,1.5,80,648
2026,5,XD_8131_MT_Billings.ARHG,34126.8,36.15,35.66,84.96,432.81,1.5,210,944
2026,5,XD_8131_CO_ColoradoSprings.ARHG,4505.65,34.39,35.65,35.65,35.65,1.5,20,131
2026,5,XD_8170_AZ_WhiteMountain.DSOA,16923.67,31.11,35.39,40.45,77.1,1.5,100,544
2026,5,XD_8145_IA_ClearLake.CAPL,14619.51,29.24,35.03,40.27,45.96,1.5,200,500
2026,5,XD_8162_MI_Grayling.YZER,28336.78,31.42,34.82,36.02,61.73,1.5,200,902
2026,5,XD_8145_SD_Pierre.CAPL,14937.47,33.34,33.6,41.76,62.28,1.5,98,448
2026,5,XD_8145_SD_SiouxFalls.CAPL,21955.89,33.73,32.19,54.21,81.16,1.5,256,651
2026,5,XD_8149_AR_LittleRock.YZER,113519.76,31.45,32.17,49.89,184.89,1.5,443,3610
2026,5,XD_8131_WY_Casper.ARHG,31626.38,31.38,31.93,46.41,62.54,1.5,180,1008
2026,5,"8130.WPXC",4099.24,47.12,30.77,37.03,141.29,1.5,43,87
2026,5,XD_8131_CO_Denver.ARHG,13857.27,28.75,30.7,57.35,69.88,1.5,120,482
2026,5,XD_8165_KS_DodgeCity.CAPL,11791.84,23.97,29.46,35.24,55.72,1.5,133,492
2026,5,"8182.YZER",6169.19,27.3,29.38,33.16,47.06,1.5,82,226
2026,5,XD_8113_NY_Syracuse.YZER,1976.86,30.41,28.83,28.83,55.53,1.5,22,65
2026,5,XD_8110_MA_Franklin.PXCR,2029.77,23.88,27.39,37.16,52.11,1.5,24,85
2026,5,XD_8144_MI_CrystalFalls.YZER,30764.56,70.56,27.08,48.39,247.27,1.5,121,436
2026,5,XD_8145_ND_Minot.CAPL,10418.21,22.65,25.64,32.0,56.02,1.5,111,460
2026,5,XD_8131_CO_Pueblo.YZER,29212.49,32.39,25.04,39.01,86.59,1.5,80,902
2026,5,XD_8163_WV_Nitro.KBDL,68528.5,41.21,24.93,39.44,230.89,1.5,293,1663
2026,5,XD_8165_TX_Amarillo.HDSD,21195.67,16.19,24.91,28.57,52.42,1.5,207,1309
2026,5,XD_8120_MD_Savage.PXCR,35772.34,21.73,23.51,33.69,61.26,1.5,369,1646
2026,5,XD_8120_VA_Roanoke.YZER,23848.91,20.74,23.46,33.74,40.0,1.5,200,1150
2026,5,XD_8131_CO_GrandJunction.ARHG,36261.19,50.08,23.17,48.61,386.63,1.5,180,724
2026,5,XD_8145_KS_Topeka.CAPL,7048.39,14.27,22.19,28.26,46.27,1.5,100,494
2026,5,XD_8163_KY_Paducah.KBDL,20860.7,19.57,21.7,25.38,49.05,1.5,260,1066
2026,5,XD_8131_NE_Nebraska.CAPL,5404.78,18.14,21.56,24.4,31.6,1.5,60,298
2026,5,XD_8195_FL_Tallahassee.HDSD,14887.99,15.8,21.23,28.04,87.62,1.5,223,942
2026,5,XD_8120_NC_Kinston.YZER,8545.1,16.5,21.03,23.66,24.56,1.5,120,518
2026,5,XD_8165_TX_WichitaFalls.CAPL,24589.76,43.22,20.99,58.6,66.36,1.5,60,569
2026,5,XD_8180_UT_CedarCity.RIDS,11854.19,19.56,20.29,55.46,83.19,1.5,139,606
2026,5,XD_8180_MT_GreatFalls.RIDS,10255.28,15.44,19.81,38.26,67.14,1.5,80,664
2026,5,XD_8120_NC_RockyMount.YZER,3037.46,21.7,18.96,34.98,34.98,1.5,60,140
2026,5,XD_8163_OH_Cadiz.KBDL,95910.79,64.85,18.91,21.47,1272.72,1.5,201,1479
2026,5,"8180.IHEA",3846.27,19.04,18.82,21.94,77.5,1.5,79,202
2026,5,XD_8145_ND_Fargo.CAPL,51292.91,28.66,18.8,30.65,382.07,1.5,280,1790
2026,5,XD_8148_GA_Albany.MDGA,31475.57,19.35,18.78,26.45,51.04,1.5,374,1627
2026,5,XD_8126_MS_Jackson.HDSD,55874.35,16.58,18.5,25.93,45.25,1.5,656,3369
2026,5,XD_8145_NE_Norfolk.CAPL,30791.21,79.56,18.24,20.67,1416.43,1.5,100,387
2026,5,XD_8144_IL_Bloomington.YZER,47669.94,32.85,18.12,22.87,301.84,1.5,180,1451
2026,5,XD_8145_IA_FortDodge.CAPL,6394.63,14.24,18.07,24.11,32.5,1.5,108,449
2026,5,XD_8115_LA_Shreveport.YZER,17264.46,13.93,18.0,27.75,125.52,1.5,145,1239
2026,5,"8144.YZER",32353.4,97.45,17.89,186.22,372.45,1.5,128,332
2026,5,XD_8165_KS_Parsons.CAPL,3712.3,16.0,17.6,23.72,26.33,1.5,80,232
2026,5,XD_8173_WA_Wenatchee.WPXC,5185.51,13.26,17.3,20.05,38.36,1.5,100,391
2026,5,XD_8165_TX_Abilene.HDSD,68817.46,48.6,17.18,25.79,5603.26,1.5,227,1416
2026,5,XD_8163_OH_Columbus.KBDL,49964.35,18.09,17.01,29.86,109.32,1.5,403,2762
2026,5,"8160.YZER",6995.53,13.17,16.63,16.91,19.6,1.5,60,531
2026,5,XD_8131_SD_Scottsbluff.CAPL,5933.94,12.93,16.55,25.53,25.53,1.5,40,459
2026,5,XD_8148_NC_Lumberton.YZER,26188.07,14.22,16.23,22.79,40.63,1.5,378,1841
2026,5,XD_8145_ND_Bismarck.CAPL,37053.29,55.22,16.12,29.33,434.46,1.5,160,671
2026,5,XD_8144_WI_Appleton.MEDD,9763.71,15.52,16.08,22.71,44.29,1.5,149,629
2026,5,XD_8173_WA_Spokane.WPXC,34074.92,15.62,15.92,29.29,70.57,1.5,465,2181
2026,5,"8120.YZER",11586.87,14.5,15.77,19.64,60.56,1.5,140,799
2026,5,XD_8165_KS_Hays.CAPL,3682.19,21.28,15.63,52.08,52.08,1.5,57,173
2026,5,XD_8183_MO_Springfield.CAPL,26517.19,13.92,15.36,27.39,49.11,1.5,320,1905
2026,5,XD_8165_TX_Lubbock.HDSD,25528.56,17.68,15.23,29.07,92.54,1.5,280,1444
2026,5,XD_8144_WI_Greenville.YZER,14346.99,12.89,14.93,21.68,42.7,1.5,278,1113
2026,5,"8160.AXLG",592.77,14.82,14.82,14.82,14.82,1.5,20,40
2026,5,XD_8148_TN_Knoxville.YZER,27387.41,14.74,14.77,26.23,40.93,1.5,272,1858
2026,5,XD_8145_NE_GrandIsland.CAPL,18431.84,22.26,14.73,24.87,175.79,1.5,160,828
2026,5,XD_8115_TX_Tyler.YZER,26986.94,12.89,14.53,18.76,91.04,1.5,248,2093
2026,5,XD_8144_IL_Galesburg.YZER,4328.69,14.57,14.44,16.45,19.16,1.5,40,297
2026,5,XD_8145_IA_Davenport.CAPL,6331.79,11.09,14.13,19.82,28.82,1.5,163,571
2026,5,XD_8115_LA_Lafayette.HDSD,31551.78,13.89,14.08,20.63,52.3,1.5,379,2272
2026,5,XD_8120_PA_Aston.PXCR,14922.82,15.66,14.02,21.22,51.41,1.5,131,953
2026,5,XD_8165_KS_Salina.CAPL,1967.79,8.67,13.98,17.18,18.61,1.5,60,227
2026,5,XD_8155_PA_Reading.PXCR,45014.34,13.96,13.69,24.68,128.88,1.5,648,3225
2026,5,XD_8180_MT_Missoula.RIDS,11242.1,14.23,13.67,22.94,58.08,1.5,158,790
2026,5,XD_8180_MT_Butte.RIDS,6565.64,12.85,13.66,20.71,27.08,1.5,99,511
2026,5,XD_8131_CO_Bayfield.ARHG,3761.51,14.04,13.61,14.45,17.06,1.5,20,268
2026,5,XD_8163_KY_Lexington.KBDL,33889.08,14.49,13.58,24.81,63.69,1.5,344,2339
2026,5,XD_8183_MO_CapeGirardeau.KBDL,21136.04,16.26,13.57,20.37,254.9,1.5,300,1300
2026,5,XD_8148_GA_Macon.MDGA,17530.29,13.28,13.49,18.86,50.28,1.5,369,1320
2026,5,XD_8145_WI_Wausau.CAPL,13775.68,16.52,13.46,23.55,64.79,1.5,180,834
2026,5,"8149.YZER",138107.09,61.82,13.35,18.38,4431.48,1.5,229,2234
2026,5,XD_8148_GA_Savannah.MDGA,22956.31,16.62,13.3,23.84,52.3,1.5,338,1381
2026,5,XD_8163_PA_Pittsburgh.YZER,30599.39,15.61,13.25,16.76,85.1,1.5,258,1960
2026,5,XD_8148_GA_ForestPark.MDGA,9312.56,10.18,13.23,18.49,21.37,1.5,140,915
2026,5,XD_8170_AZ_Kingman.AVBV,5884.21,11.27,13.13,16.17,16.43,1.5,80,522
2026,5,XD_8110_ME_Bangor.PXCR,14257.39,15.55,13.02,31.64,55.67,1.5,167,917
2026,5,XD_8163_IN_Evansville.KBDL,13840.31,13.35,12.99,18.75,63.98,1.5,229,1037
2026,5,XD_8162_MI_GrandRapids.YZER,38671.35,12.6,12.84,17.43,23.76,1.5,280,3068
2026,5,XD_8160_NY_Middletown.AXLG,18334.68,12.46,12.78,16.29,39.88,1.5,320,1472
2026,5,XD_8148_SC_Columbia.YZER,31671.99,13.34,12.63,18.61,36.0,1.5,355,2375
2026,5,XD_8115_TX_Carrollton.DSOA,23091.19,9.78,12.51,20.67,30.43,1.5,240,2361
2026,5,XD_8145_IA_Grimes.CAPL,20400.29,14.16,12.49,29.07,62.5,1.5,371,1441
2026,5,XD_8160_NY_Syracuse.YZER,60415.93,12.81,12.44,17.16,245.51,1.5,611,4717
2026,5,XD_8145_MN_Clearwater.CAPL,13481.42,11.78,12.41,17.47,33.85,1.5,196,1144
2026,5,XD_8145_WI_EauClaire.CAPL,16322.8,13.35,12.24,17.69,23.25,1.5,180,1223
2026,5,XD_8120_NC_Durham.YZER,20239.32,15.45,12.24,19.47,64.83,1.5,360,1310
2026,5,XD_8180_UT_Midvale.IHEA,14080.93,18.6,12.21,24.09,94.57,1.5,229,757
2026,5,XD_8145_MN_Duluth.CAPL,20680.58,22.33,12.16,21.63,249.92,1.5,180,926
2026,5,XD_8131_WY_Cheyenne.ARHG,3238.94,9.18,12.13,36.04,64.99,1.5,82,353
2026,5,"8170.DSOA",2286.71,12.04,12.04,12.7,15.04,1.5,19,190
2026,5,XD_8110_VT_EssexJunction.PXCR,27445.33,25.04,12.02,13.22,324.55,1.5,100,1096
2026,5,XD_8145_MN_Mankato.CAPL,9270.66,11.1,11.79,28.37,37.28,1.5,140,835
2026,5,XD_8115_AR_Texarkana.YZER,4987.08,9.25,11.54,17.32,17.32,1.5,63,539
2026,5,XD_8155_MD_Annapolis.PXCR,2158.1,6.62,11.36,14.86,18.24,1.5,52,326
2026,5,XD_8126_AL_Montgomery.YZER,27754.94,12.64,11.35,16.16,42.38,1.5,270,2195
2026,5,XD_8149_TN_Memphis.YZER,50790.26,16.49,11.32,16.09,60.03,1.5,302,3080
2026,5,"8115.YZER",19629.16,9.4,11.28,17.67,25.18,1.5,180,2089
2026,5,XD_8162_IN_SouthBend.YZER,42655.45,12.45,11.0,17.3,29.97,1.49,360,3425
2026,5,XD_8183_MO_Columbia.CAPL,15717.22,11.54,10.99,20.28,27.88,1.49,200,1362
2026,5,XD_8120_VA_Richmond.YZER,29529.2,13.04,10.78,23.13,55.77,1.48,381,2264
2026,5,XD_8180_ID_TwinFalls.RIDS,4820.42,8.72,10.6,14.47,36.66,1.47,80,553
2026,5,XD_8110_NH_Bedford.PXCR,20835.48,9.3,10.54,13.12,22.35,1.47,324,2240
2026,5,XD_8160_CT_RockyHill.YZER,154144.16,37.55,10.51,14.08,993.88,1.47,420,4105
2026,5,XD_8162_OH_Toledo.KBDL,21489.97,9.65,10.26,20.29,23.64,1.46,320,2227
2026,5,XD_8145_ND_GrandForks.CAPL,7640.42,15.72,10.19,24.1,49.2,1.45,100,486
2026,5,XD_8195_FL_Pensacola.HDSD,8401.27,9.98,10.19,18.34,33.53,1.45,195,842
2026,5,XD_8165_AR_FortSmith.CAPL,18158.92,12.82,10.17,16.38,50.13,1.45,160,1417
2026,5,XD_8163_KY_Louisville.KBDL,33693.19,15.66,10.15,31.6,87.71,1.45,469,2152
2026,5,XD_8126_AL_Mobile.YZER,33359.3,16.7,10.09,19.58,336.24,1.45,223,1997
2026,5,XD_8182_NV_Reno.DSOA,12523.3,13.82,9.7,27.82,108.4,1.43,151,906
2026,5,XD_8126_AL_Madison.YZER,25116.07,10.09,9.69,11.01,101.2,1.43,285,2489
2026,5,XD_8145_IA_SiouxCity.CAPL,4722.37,9.43,9.68,15.58,18.59,1.43,100,501
2026,5,"8126.YZER",84421.71,15.39,9.52,15.22,197.34,1.43,525,5484
2026,5,XD_8163_OH_Cleveland.YZER,5138.99,18.89,9.5,20.37,51.58,1.42,76,272
2026,5,XD_8126_MS_Tupelo.YZER,11781.9,14.42,9.46,13.71,131.58,1.42,100,817
2026,5,"8138.XPRS",49491.2,19.77,9.31,27.5,2528.15,1.42,323,2503
2026,5,XD_8160_NY_Colonie.AXLG,74750.49,49.28,9.28,30.23,296.02,1.41,366,1517
2026,5,XD_8180_ID_Pocatello.RIDS,6035.2,9.56,9.28,20.86,32.09,1.41,100,631
2026,5,"8110.YZER",54739.99,9.52,9.25,12.81,34.24,1.41,640,5747
2026,5,XD_8110_CT_Meriden.PXCR,864.23,6.86,9.24,9.24,12.41,1.41,49,126
2026,5,XD_8162_PA_Pittsburgh.YZER,203014.85,64.59,9.17,18.95,1337.05,1.41,360,3143
2026,5,XD_8147_CA_SantaBarbara.YZER,15948.27,9.29,9.07,14.83,29.1,1.4,220,1717
2026,5,XD_8170_AZ_Yuma.AVBV,1703.66,4.32,9.04,9.04,31.88,1.4,48,394
2026,5,"8160.LEXQ",760.98,9.06,8.98,9.0,11.77,1.4,26,84
2026,5,XD_8148_SC_Greenville.YZER,22753.91,9.47,8.95,17.83,36.08,1.4,335,2402
2026,5,XD_8120_NC_Greensboro.YZER,26766.09,9.51,8.94,13.18,38.85,1.4,510,2814
2026,5,"8155.YZER",225.74,8.68,8.85,8.85,10.48,1.39,5,26
2026,5,XD_8160_NY_Cheektowaga.YZER,62107.31,25.61,8.79,17.25,406.38,1.39,421,2425
2026,5,XD_8182_CA_Petaluma.FCCD,13198.21,10.24,8.7,19.7,42.19,1.39,268,1289
2026,5,XD_8115_TX_CorpusChristi.HDSD,10769.09,9.76,8.38,20.52,24.74,1.37,140,1103
2026,5,XD_8163_OH_Dayton.KBDL,13982.02,10.54,8.34,13.94,25.9,1.37,231,1327
2026,5,XD_8182_CA_Fresno.YZER,29029.37,19.52,8.33,13.11,198.09,1.37,220,1487
2026,5,XD_8144_WI_Sheboygan.MEDD,1091.31,7.8,8.09,9.36,9.36,1.36,40,140
2026,5,XD_8173_OR_Salem.DSOA,6946.97,10.31,8.06,15.94,18.21,1.36,100,674
2026,5,XD_8173_OR_Pendleton.DSOA,7947.41,9.69,8.0,9.89,45.15,1.35,129,820
2026,5,XD_8110_ME_Westbrook.PXCR,9394.82,9.67,7.99,17.02,24.39,1.35,264,972
2026,5,XD_8162_OH_Cleveland.YZER,39753.37,9.35,7.89,13.97,26.79,1.35,560,4251
2026,5,XD_8195_FL_Ocala.HDSD,4890.06,6.95,7.85,8.22,10.24,1.35,80,704
2026,5,"8165.CAPL",53160.91,7.84,7.76,13.84,112.87,1.34,553,6777
2026,5,XD_8180_UT_SaltLakeCity.RIDS,50226.78,12.74,7.68,14.77,135.39,1.34,780,3941
2026,5,XD_8145_WI_LaCrosse.CAPL,6767.17,10.9,7.66,14.85,32.16,1.34,160,621
2026,5,XD_8182_CA_Eureka.FCCD,2764.05,7.59,7.62,10.15,16.82,1.33,85,364
2026,5,XD_8131_SD_RapidCity.CAPL,4137.84,10.64,7.57,16.78,35.55,1.33,80,389
2026,5,XD_8162_MI_Flint.YZER,26499.31,10.97,7.53,14.5,38.02,1.33,263,2415
2026,5,XD_8148_NC_Charlotte.YZER,32858.68,8.66,7.04,13.74,39.0,1.3,638,3793
2026,5,XD_8145_NE_Lincoln.CAPL,9966.25,8.05,6.99,11.8,25.59,1.3,200,1238
2026,5,XD_8173_OR_Eugene.DSOA,10040.24,8.59,6.9,11.71,26.55,1.29,182,1169
2026,5,XD_8148_TN_Chattanooga.MDGA,9489.79,6.75,6.83,9.07,16.74,1.29,165,1405
2026,5,"8195.YZER",6427.9,6.08,6.81,8.57,10.7,1.29,100,1057
2026,5,XD_8145_MN_Brainerd.CAPL,3252.55,6.37,6.81,7.93,11.91,1.29,60,511
2026,5,XD_8183_MO_STLROI.CAPL,7065.14,7.37,6.77,12.12,18.18,1.29,160,959
2026,5,XD_8126_LA_NewOrleans.HDSD,20955.68,7.8,6.71,12.51,25.26,1.28,530,2688
2026,5,XD_8115_LA_NewOrleans.HDSD,21000.04,17.16,6.68,13.27,286.46,1.28,300,1224
