,JOB_ID,ROUTE_ID,CNSLDTN_ID,FILL_DC_CD,DC_CD,ASN_TYPE_CD,ASN_TYPE_DESC,DELIVERY_TYPE,CARRIER_SCAC_NAME,CARRIER_SCAC_CD,DLVRY_ACTL_DATETIME,DELIVERY_SEQ,TOTAL_RATE,TOPSIDE_COST,LASTMILE_TOTAL_COST,LASTMILE_BASE_COST,LASTMILE_FUEL_COST,LASTMILE_MISC_COST,STOP_COUNT_VAL_ROUTE_LVL,TOTE_COUNT_VAL_ROUTE_LVL,STOP_COUNT_VAL,TOTE_COUNT_VAL,ROUTE_COUNT_VAL,DISTANCE_VAL,helper column,delivery date,year,month,stop helper,dist stop flag,_rc_total,_fm_cnt,cost per stop,cost_per_stop_excl_ts,ts week start,ts week end,ts week,ts key,_ts_stop_eligible,ts daily cons key,ts daily distinct stop flag,_ts_total,_ts_cnt,ts_rate_per_stop,ts cps stop flag,ts_cost_per_stop,delivery stop flag,route_stop_count,fill_dc_stop_count
2859,8162-H05-035-259008-260520,8162_H05,C_259008,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-20 23:59:59,35,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H05|XD_8162_OH_CLEVELAND.YZER|20260520,2026-05-20,2026,5,8162_H05|XD_8162_OH_CLEVELAND.YZER|20260520|35,1,297.33,8.0,111.10853163992871,37.16625,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260520|C_259008,1,41481.62,561,73.94228163992871,1,73.94228163992871,1,8,2625
2860,8162-G03-015-864840-260520,8162_G03,C_864840,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-20 23:59:59,15,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260520,2026-05-20,2026,5,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260520|15,1,374.32,8.0,120.73228163992871,46.79,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260520|C_864840,0,41481.62,561,73.94228163992871,1,73.94228163992871,1,8,2625
2861,Z-3608663,8163_GX0,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-19 23:59:59,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,8163_GX0|XD_8162_OH_CLEVELAND.YZER|20260519,2026-05-19,2026,5,8163_GX0|XD_8162_OH_CLEVELAND.YZER|20260519|RETURN,1,0.0,1.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,False,,0,41481.62,561,73.94228163992871,0,0.0,0,1,2625
2862,8162-G04-015-134184-260520,8162_G04,C_134184,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-20 23:59:59,15,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260520,2026-05-20,2026,5,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260520|15,1,274.65,7.0,113.17799592564299,39.23571428571428,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260520|C_134184,1,41481.62,561,73.94228163992871,1,73.94228163992871,1,7,2625
2863,8162-H04-030-326949-260520,8162_H04,C_993260,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-20 23:59:59,30,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H04|XD_8162_OH_CLEVELAND.YZER|20260520,2026-05-20,2026,5,8162_H04|XD_8162_OH_CLEVELAND.YZER|20260520|30,1,271.33,8.0,107.85853163992871,33.91625,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260520|C_993260,1,41481.62,561,73.94228163992871,1,73.94228163992871,1,8,2625
2864,8162-H04-040-350918-260506,8162_H04,C_350918,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-06 23:59:59,40,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H04|XD_8162_OH_CLEVELAND.YZER|20260506,2026-05-06,2026,5,8162_H04|XD_8162_OH_CLEVELAND.YZER|20260506|40,1,271.33,8.0,106.11938059033989,33.91625,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260506|C_350918,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,8,2625
2865,Z-3608139,8162_GX0,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-19 23:59:59,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,8162_GX0|XD_8162_OH_CLEVELAND.YZER|20260519,2026-05-19,2026,5,8162_GX0|XD_8162_OH_CLEVELAND.YZER|20260519|RETURN,1,0.0,1.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,False,,0,41481.62,561,73.94228163992871,0,0.0,0,1,2625
2866,8162-G07-010-134526-260507,8162_G07,C_134526,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-07 23:59:59,10,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G07|XD_8162_OH_CLEVELAND.YZER|20260507,2026-05-07,2026,5,8162_G07|XD_8162_OH_CLEVELAND.YZER|20260507|10,1,304.55,8.0,110.27188059033989,38.06875,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260507|C_134526,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,8,2625
2867,8162-G04-006-712383-260521,8162_G04,C_712383,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-21 23:59:59,6,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260521,2026-05-21,2026,5,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260521|6,1,274.65,8.0,108.2735316399287,34.33125,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260521|C_712383,0,41481.62,561,73.94228163992871,1,73.94228163992871,1,8,2625
2868,8162-H01-015-444602-260521,8162_H01,C_444763,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-21 23:59:59,15,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260521,2026-05-21,2026,5,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260521|15,0,252.5,10.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260521|C_444763,0,41481.62,561,73.94228163992871,0,0.0,0,10,2625
2869,Z-3613032,8162_G05,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-20 23:59:59,0,336.66,0.0,336.66,304.0,22.02,10.64,,,,,1.0,1.0,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260520,2026-05-20,2026,5,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260520|RETURN,1,336.66,10.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,False,,0,41481.62,561,73.94228163992871,0,0.0,0,10,2625
2870,8162-H03-005-160440-260521,8162_H03,C_160440,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-21 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H03|XD_8162_OH_CLEVELAND.YZER|20260521,2026-05-21,2026,5,8162_H03|XD_8162_OH_CLEVELAND.YZER|20260521|5,1,300.12,6.0,123.9622816399287,50.02,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260521|C_160440,1,41481.62,561,73.94228163992871,1,73.94228163992871,1,6,2625
2871,8162-H03-045-664113-260521,8162_H03,C_664113,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-21 23:59:59,45,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H03|XD_8162_OH_CLEVELAND.YZER|20260521,2026-05-21,2026,5,8162_H03|XD_8162_OH_CLEVELAND.YZER|20260521|45,1,300.12,6.0,123.9622816399287,50.02,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260521|C_664113,1,41481.62,561,73.94228163992871,1,73.94228163992871,1,6,2625
2872,8162-G04-017-325752-260513,8162_G04,C_286184,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-13 23:59:59,17,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260513,2026-05-13,2026,5,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260513|17,0,275.93,8.0,0.0,0.0,2026-05-11,2026-05-17,2026-05-11 / 2026-05-17,XD_8162_OH_CLEVELAND.YZER|20260511,True,XD_8162_OH_CLEVELAND.YZER|20260513|C_286184,0,39180.62,561,69.84067736185384,0,0.0,0,8,2625
2873,8163-G02-005-713914-260506,8163_G02,C_713914,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-06 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8163_G02|XD_8162_OH_CLEVELAND.YZER|20260506,2026-05-06,2026,5,8163_G02|XD_8162_OH_CLEVELAND.YZER|20260506|5,1,0.0,2.0,0.0,0.0,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260506|C_713914,1,40361.55,559,72.2031305903399,0,0.0,1,2,2625
2874,8162-G01-005-244545-260506,8162_G01,C_436015,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-06 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G01|XD_8162_OH_CLEVELAND.YZER|20260506,2026-05-06,2026,5,8162_G01|XD_8162_OH_CLEVELAND.YZER|20260506|5,0,254.71,7.0,0.0,0.0,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260506|C_436015,0,40361.55,559,72.2031305903399,0,0.0,0,7,2625
2875,8162-G05-001-441221-260521,8162_G05,C_441221,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-21 23:59:59,1,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260521,2026-05-21,2026,5,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260521|1,1,336.66,10.0,107.60828163992872,33.666000000000004,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260521|C_441221,0,41481.62,561,73.94228163992871,1,73.94228163992871,1,10,2625
2876,8162-G06-015-151561-260521,8162_G06,C_065363,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-21 23:59:59,15,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G06|XD_8162_OH_CLEVELAND.YZER|20260521,2026-05-21,2026,5,8162_G06|XD_8162_OH_CLEVELAND.YZER|20260521|15,0,382.08,7.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260521|C_065363,0,41481.62,561,73.94228163992871,0,0.0,0,7,2625
2877,Z-3583571,8162_H06,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-11 23:59:59,0,277.28,0.0,277.28,235.0,34.05,8.23,,,,,1.0,1.0,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260511,2026-05-11,2026,5,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260511|RETURN,1,277.28,8.0,0.0,0.0,2026-05-11,2026-05-17,2026-05-11 / 2026-05-17,XD_8162_OH_CLEVELAND.YZER|20260511,False,,0,39180.62,561,69.84067736185384,0,0.0,0,8,2625
2878,8162-H03-020-415745-260507,8162_H03,C_415745,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-07 23:59:59,20,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H03|XD_8162_OH_CLEVELAND.YZER|20260507,2026-05-07,2026,5,8162_H03|XD_8162_OH_CLEVELAND.YZER|20260507|20,1,300.12,6.0,122.2231305903399,50.02,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260507|C_415745,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,6,2625
2879,8162-G04-006-839466-260507,8162_G04,C_712383,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-07 23:59:59,6,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260507,2026-05-07,2026,5,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260507|6,1,274.65,8.0,106.5343805903399,34.33125,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260507|C_712383,0,40361.55,559,72.2031305903399,1,72.2031305903399,1,8,2625
2880,8162-G01-005-244545-260522,8162_G01,C_436015,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-22 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G01|XD_8162_OH_CLEVELAND.YZER|20260522,2026-05-22,2026,5,8162_G01|XD_8162_OH_CLEVELAND.YZER|20260522|5,0,254.71,7.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260522|C_436015,0,41481.62,561,73.94228163992871,0,0.0,0,7,2625
2881,8162-G01-005-244545-260526,8162_G01,C_436015,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G01|XD_8162_OH_CLEVELAND.YZER|20260526,2026-05-26,2026,5,8162_G01|XD_8162_OH_CLEVELAND.YZER|20260526|5,0,254.71,7.0,0.0,0.0,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260526|C_436015,0,40317.08,449,89.79305122494432,0,0.0,0,7,2625
2882,8162-G03-020-667610-260522,8162_G03,C_667610,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-22 23:59:59,20,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260522,2026-05-22,2026,5,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260522|20,1,374.32,8.0,120.73228163992871,46.79,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260522|C_667610,1,41481.62,561,73.94228163992871,1,73.94228163992871,1,8,2625
2883,8162-H03-020-415745-260508,8162_H03,C_415745,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-08 23:59:59,20,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H03|XD_8162_OH_CLEVELAND.YZER|20260508,2026-05-08,2026,5,8162_H03|XD_8162_OH_CLEVELAND.YZER|20260508|20,1,300.12,6.0,122.2231305903399,50.02,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260508|C_415745,1,40361.55,559,72.2031305903399,1,72.2031305903399,1,6,2625
2884,8162-G06-025-289532-260526,8162_G06,C_289522,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,25,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G06|XD_8162_OH_CLEVELAND.YZER|20260526,2026-05-26,2026,5,8162_G06|XD_8162_OH_CLEVELAND.YZER|20260526|25,1,382.08,7.0,144.37590836780146,54.582857142857144,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260526|C_289522,0,40317.08,449,89.79305122494432,1,89.79305122494432,1,7,2625
2885,8162-H01-050-362140-260522,8162_H01,C_362140,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-22 23:59:59,50,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260522,2026-05-22,2026,5,8162_H01|XD_8162_OH_CLEVELAND.YZER|20260522|50,1,252.5,10.0,99.19228163992871,25.25,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260522|C_362140,1,41481.62,561,73.94228163992871,1,73.94228163992871,1,10,2625
2886,8162-G03-010-223285-260507,8162_G03,C_223285,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-07 23:59:59,10,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260507,2026-05-07,2026,5,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260507|10,0,374.32,8.0,0.0,0.0,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,True,XD_8162_OH_CLEVELAND.YZER|20260507|C_223285,0,40361.55,559,72.2031305903399,0,0.0,0,8,2625
2887,Z-3570860,8162_H06,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-06 23:59:59,0,277.28,0.0,277.28,235.0,34.05,8.23,,,,,1.0,1.0,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260506,2026-05-06,2026,5,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260506|RETURN,1,277.28,8.0,0.0,0.0,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,False,,0,40361.55,559,72.2031305903399,0,0.0,0,8,2625
2888,8162-H02-055-195053-260522,8162_H02,C_195053,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-22 23:59:59,55,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H02|XD_8162_OH_CLEVELAND.YZER|20260522,2026-05-22,2026,5,8162_H02|XD_8162_OH_CLEVELAND.YZER|20260522|55,1,333.92,9.0,111.04450386215093,37.102222222222224,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260522|C_195053,1,41481.62,561,73.94228163992871,1,73.94228163992871,1,9,2625
2889,8162-G05-005-221190-260522,8162_G05,C_441221,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-22 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260522,2026-05-22,2026,5,8162_G05|XD_8162_OH_CLEVELAND.YZER|20260522|5,1,336.66,10.0,33.666000000000004,33.666000000000004,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260522|C_441221,0,41481.62,561,73.94228163992871,0,0.0,1,10,2625
2890,Z-3620699,8162_G09,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-22 23:59:59,0,276.86,0.0,276.86,250.0,18.11,8.75,,,,,1.0,1.0,8162_G09|XD_8162_OH_CLEVELAND.YZER|20260522,2026-05-22,2026,5,8162_G09|XD_8162_OH_CLEVELAND.YZER|20260522|RETURN,1,276.86,9.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,False,,0,41481.62,561,73.94228163992871,0,0.0,0,9,2625
2891,8162-G03-010-223285-260522,8162_G03,C_223285,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-22 23:59:59,10,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260522,2026-05-22,2026,5,8162_G03|XD_8162_OH_CLEVELAND.YZER|20260522|10,0,374.32,8.0,0.0,0.0,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260522|C_223285,0,41481.62,561,73.94228163992871,0,0.0,0,8,2625
2892,8162-G04-005-730632-260526,8162_G04,C_712383,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260526,2026-05-26,2026,5,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260526|5,1,274.65,8.0,124.12430122494432,34.33125,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260526|C_712383,0,40317.08,449,89.79305122494432,1,89.79305122494432,1,8,2625
2893,8162-H03-005-160440-260526,8162_H03,C_160440,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_H03|XD_8162_OH_CLEVELAND.YZER|20260526,2026-05-26,2026,5,8162_H03|XD_8162_OH_CLEVELAND.YZER|20260526|5,1,300.12,5.0,149.81705122494432,60.024,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260526|C_160440,1,40317.08,449,89.79305122494432,1,89.79305122494432,1,5,2625
2894,8162-G04-006-712383-260526,8162_G04,C_712383,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,6,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260526,2026-05-26,2026,5,8162_G04|XD_8162_OH_CLEVELAND.YZER|20260526|6,1,274.65,8.0,34.33125,34.33125,2026-05-25,2026-05-31,2026-05-25 / 2026-05-31,XD_8162_OH_CLEVELAND.YZER|20260525,True,XD_8162_OH_CLEVELAND.YZER|20260526|C_712383,0,40317.08,449,89.79305122494432,0,0.0,1,8,2625
2895,Z-3565910,8163_G09,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-04 23:59:59,0,0.0,0.0,0.0,,0.0,,,,,,1.0,1.0,8163_G09|XD_8162_OH_CLEVELAND.YZER|20260504,2026-05-04,2026,5,8163_G09|XD_8162_OH_CLEVELAND.YZER|20260504|RETURN,1,0.0,0.0,0.0,0.0,2026-05-04,2026-05-10,2026-05-04 / 2026-05-10,XD_8162_OH_CLEVELAND.YZER|20260504,False,,0,40361.55,559,72.2031305903399,0,0.0,0,0,2625
2896,Z-3559536,8163_HX2,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-01 23:59:59,0,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,8163_HX2|XD_8162_OH_CLEVELAND.YZER|20260501,2026-05-01,2026,5,8163_HX2|XD_8162_OH_CLEVELAND.YZER|20260501|RETURN,1,0.0,0.0,0.0,0.0,2026-04-27,2026-05-03,2026-04-27 / 2026-05-03,XD_8162_OH_CLEVELAND.YZER|20260427,False,,0,0.0,114,0.0,0,0.0,0,0,2625
2897,8162-G07-020-235209-260519,8162_G07,C_235209,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-19 23:59:59,20,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,8162_G07|XD_8162_OH_CLEVELAND.YZER|20260519,2026-05-19,2026,5,8162_G07|XD_8162_OH_CLEVELAND.YZER|20260519|20,1,305.98,9.0,107.9400594177065,33.99777777777778,2026-05-18,2026-05-24,2026-05-18 / 2026-05-24,XD_8162_OH_CLEVELAND.YZER|20260518,True,XD_8162_OH_CLEVELAND.YZER|20260519|C_235209,1,41481.62,561,73.94228163992871,1,73.94228163992871,1,9,2625
2898,8162-H06-015-173343-260511,8162_H06,C_433600,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-11 23:59:59,15,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260511,2026-05-11,2026,5,8162_H06|XD_8162_OH_CLEVELAND.YZER|20260511|15,0,277.28,8.0,0.0,0.0,2026-05-11,2026-05-17,2026-05-11 / 2026-05-17,XD_8162_OH_CLEVELAND.YZER|20260511,True,XD_8162_OH_CLEVELAND.YZER|20260511|C_433600,0,39180.62,561,69.84067736185384,0,0.0,0,8,2625
